utilization_type,state,ndc,labeler_code,product_code,package_size,year,quarter,suppression_used,product_name,units_reimbursed,number_of_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed
FFSU,AK,00832602000,00832,6020,00,2022,4,true,CHLORPROMA,,,,,
FFSU,AK,00832602100,00832,6021,00,2022,4,true,CHLORPROMA,,,,,
FFSU,AK,00832602311,00832,6023,11,2022,4,true,CARBAMAZEP,,,,,
FFSU,AK,00832602411,00832,6024,11,2022,4,true,CARBAMAZEP,,,,,
FFSU,AK,00832712211,00832,7122,11,2022,4,false,DIVALPROEX,960.000,12.000000000,120.73,100.24,20.49
FFSU,AK,00832712311,00832,7123,11,2022,4,false,DIVALPROEX,5588.000,52.000000000,839.30,839.30,0.00
FFSU,AK,00832712315,00832,7123,15,2022,4,false,DIVALPROEX,2790.000,29.000000000,460.35,460.35,0.00
FFSU,AK,00832712401,00832,7124,01,2022,4,true,DIVALPROEX,,,,,
FFSU,AK,00832712411,00832,7124,11,2022,4,false,DIVALPROEX,2010.000,27.000000000,393.04,393.04,0.00
FFSU,AK,00832712415,00832,7124,15,2022,4,false,DIVALPROEX,4143.000,44.000000000,1053.11,1053.11,0.00
FFSU,AK,00904272561,00904,2725,61,2022,4,true,SULFAMETHO,,,,,
FFSU,AK,00904530661,00904,5306,61,2022,4,false,DIPHENHYDR,22.000,21.000000000,52.26,52.26,0.00
FFSU,AK,00904578561,00904,5785,61,2022,4,false,FLUOXETINE,592.000,17.000000000,267.45,267.45,0.00
FFSU,AK,00904578961,00904,5789,61,2022,4,true,"ACYCLOVIR ",,,,,
FFSU,AK,00904583315,00904,5833,15,2022,4,true,LORATADINE,,,,,
FFSU,AK,00904583348,00904,5833,48,2022,4,false,LORATADINE,302.000,24.000000000,685.70,685.70,0.00
FFSU,AK,00904585340,00904,5853,40,2022,4,false,"IBUPROFEN ",20438.000,401.000000000,7457.88,7457.88,0.00
FFSU,AK,00904585361,00904,5853,61,2022,4,true,"IBUPROFEN ",,,,,
FFSU,AK,00904585440,00904,5854,40,2022,4,false,"IBUPROFEN ",759.000,19.000000000,363.42,363.42,0.00
FFSU,AK,00904585460,00904,5854,60,2022,4,true,"IBUPROFEN ",,,,,
FFSU,AK,00904585540,00904,5855,40,2022,4,false,"IBUPROFEN ",24368.000,548.000000000,10534.76,10534.76,0.00
FFSU,AK,00904585560,00904,5855,60,2022,4,false,"IBUPROFEN ",2213.000,58.000000000,1011.62,1011.62,0.00
FFSU,AK,00904592261,00904,5922,61,2022,4,true,"DIGOXIN   ",,,,,
FFSU,AK,00904600760,00904,6007,60,2022,4,false,"LORAZEPAM ",1320.000,56.000000000,964.50,964.50,0.00
FFSU,AK,00904600761,00904,6007,61,2022,4,true,"LORAZEPAM ",,,,,
FFSU,AK,00904600860,00904,6008,60,2022,4,false,"LORAZEPAM ",2139.000,147.000000000,2643.10,2643.10,0.00
FFSU,AK,00904600861,00904,6008,61,2022,4,true,"LORAZEPAM ",,,,,
FFSU,AK,00904600960,00904,6009,60,2022,4,false,"LORAZEPAM ",319.000,13.000000000,249.37,249.37,0.00
FFSU,AK,00904608461,00904,6084,61,2022,4,true,CITALOPRAM,,,,,
FFSU,AK,00904608561,00904,6085,61,2022,4,true,CITALOPRAM,,,,,
FFSU,AK,00904617250,00904,6172,50,2022,4,true,CARBAMAZEP,,,,,
FFSU,AK,00904619546,00904,6195,46,2022,4,true,ANASTROZOL,,,,,
FFSU,AK,00904621640,00904,6216,40,2022,4,true,"SULINDAC  ",,,,,
FFSU,AK,00904629161,00904,6291,61,2022,4,false,ATORVASTAT,252.000,21.000000000,260.34,260.34,0.00
FFSU,AK,00904629261,00904,6292,61,2022,4,false,ATORVASTAT,491.000,35.000000000,545.00,545.00,0.00
FFSU,AK,00904629304,00904,6293,04,2022,4,false,ATORVASTAT,199.000,12.000000000,202.29,202.29,0.00
FFSU,AK,00904629461,00904,6294,61,2022,4,true,CLOPIDOGRE,,,,,
FFSU,AK,00904630061,00904,6300,61,2022,4,true,CARVEDILOL,,,,,
FFSU,AK,00904630161,00904,6301,61,2022,4,true,CARVEDILOL,,,,,
FFSU,AK,00904630361,00904,6303,61,2022,4,true,CARVEDILOL,,,,,
FFSU,AK,00904632261,00904,6322,61,2022,4,true,METOPROLOL,,,,,
FFSU,AK,00904632361,00904,6323,61,2022,4,true,METOPROLOL,,,,,
FFSU,AK,00904632461,00904,6324,61,2022,4,false,METOPROLOL,607.000,15.000000000,318.85,318.85,0.00
FFSU,AK,00904635361,00904,6353,61,2022,4,true,LEVOFLOXAC,,,,,
FFSU,AK,00904637061,00904,6370,61,2022,4,false,AMLODIPINE,126.000,11.000000000,150.58,150.58,0.00
FFSU,AK,00904637161,00904,6371,61,2022,4,false,AMLODIPINE,419.000,32.000000000,504.30,504.30,0.00
FFSU,AK,00904640161,00904,6401,61,2022,4,false,TAMSULOSIN,706.000,32.000000000,487.98,487.98,0.00
FFSU,AK,00904640180,00904,6401,80,2022,4,false,TAMSULOSIN,13105.000,246.000000000,4718.65,4718.65,0.00
FFSU,AK,00904640189,00904,6401,89,2022,4,false,TAMSULOSIN,4261.000,61.000000000,1117.51,1117.51,0.00
FFSU,AK,00904642661,00904,6426,61,2022,4,true,ESCITALOPR,,,,,
FFSU,AK,00904644161,00904,6441,61,2022,4,true,HYDRALAZIN,,,,,
FFSU,AK,00904644261,00904,6442,61,2022,4,true,HYDRALAZIN,,,,,
FFSU,AK,00904647861,00904,6478,61,2022,4,true,"DONEPEZIL ",,,,,
FFSU,AK,00904650006,00904,6500,06,2022,4,true,FLUCONAZOL,,,,,
FFSU,AK,00904651961,00904,6519,61,2022,4,true,MIRTAZAPIN,,,,,
FFSU,AK,00904653061,00904,6530,61,2022,4,true,"METHADONE ",,,,,
FFSU,AK,00904655304,00904,6553,04,2022,4,true,"LINEZOLID ",,,,,
FFSU,AK,00904655761,00904,6557,61,2022,4,true,"MORPHINE S",,,,,
FFSU,AK,00904655861,00904,6558,61,2022,4,true,"MORPHINE S",,,,,
FFSU,AK,00904657261,00904,6572,61,2022,4,true,ALLOPURINO,,,,,
FFSU,AK,00904661561,00904,6615,61,2022,4,true,DIVALPROEX,,,,,
FFSU,AK,00904661761,00904,6617,61,2022,4,true,HYDROXYZIN,,,,,
FFSU,AK,00904661861,00904,6618,61,2022,4,false,HYDROXYZIN,421.000,11.000000000,112.17,112.17,0.00
FFSU,AK,00904663861,00904,6638,61,2022,4,true,QUETIAPINE,,,,,
FFSU,AK,00904663961,00904,6639,61,2022,4,false,QUETIAPINE,253.000,14.000000000,244.39,244.39,0.00
FFSU,AK,00904664061,00904,6640,61,2022,4,true,QUETIAPINE,,,,,
FFSU,AK,00904664161,00904,6641,61,2022,4,true,QUETIAPINE,,,,,
FFSU,AK,00904666561,00904,6665,61,2022,4,true,GABAPENTIN,,,,,
FFSU,AK,00904666661,00904,6666,61,2022,4,false,GABAPENTIN,1144.000,27.000000000,415.17,415.17,0.00
FFSU,AK,00904666761,00904,6667,61,2022,4,true,GABAPENTIN,,,,,
FFSU,AK,00904667840,00904,6678,40,2022,4,true,"OXYCODONE ",,,,,
FFSU,AK,00904671146,00904,6711,46,2022,4,false,FEXOFENADI,757.000,47.000000000,872.82,872.82,0.00
FFSU,AK,00904671740,00904,6717,40,2022,4,false,CETIRIZINE,6219.000,149.000000000,3398.72,3398.72,0.00
FFSU,AK,00904671746,00904,6717,46,2022,4,true,CETIRIZINE,,,,,
FFSU,AK,00904671760,00904,6717,60,2022,4,true,CETIRIZINE,,,,,
FFSU,AK,00904671761,00904,6717,61,2022,4,true,CETIRIZINE,,,,,
FFSU,AK,00904671772,00904,6717,72,2022,4,false,CETIRIZINE,4047.000,115.000000000,1493.99,1493.99,0.00
FFSU,AK,00904676520,00904,6765,20,2022,4,true,CHILDREN'S,,,,,
FFSU,AK,00904676720,00904,6767,20,2022,4,true,CHILDREN'S,,,,,
FFSU,AK,00904679761,00904,6797,61,2022,4,true,LISINOPRIL,,,,,
FFSU,AK,00904679861,00904,6798,61,2022,4,false,LISINOPRIL,339.000,22.000000000,321.53,321.53,0.00
FFSU,AK,00904679961,00904,6799,61,2022,4,false,LISINOPRIL,189.000,12.000000000,170.67,170.67,0.00
FFSU,AK,00904680561,00904,6805,61,2022,4,true,QUETIAPINE,,,,,
FFSU,AK,00904681761,00904,6817,61,2022,4,true,"MIDODRINE ",,,,,
FFSU,AK,00904682361,00904,6823,61,2022,4,true,GABAPENTIN,,,,,
FFSU,AK,00904683006,00904,6830,06,2022,4,true,FINASTERID,,,,,
FFSU,AK,00904685272,00904,6852,72,2022,4,false,LORATADINE,28694.000,473.000000000,8128.41,8128.41,0.00
FFSU,AK,00904686061,00904,6860,61,2022,4,true,DIVALPROEX,,,,,
FFSU,AK,00904686190,00904,6861,90,2022,4,true,DIVALPROEX,,,,,
FFSU,AK,00904686861,00904,6868,61,2022,4,false,"TRAZODONE ",428.000,31.000000000,429.43,429.43,0.00
FFSU,AK,00904686961,00904,6869,61,2022,4,true,"TRAZODONE ",,,,,
FFSU,AK,00904687045,00904,6870,45,2022,4,false,PANTOPRAZO,231.000,17.000000000,263.27,263.27,0.00
FFSU,AK,00904688210,00904,6882,10,2022,4,true,PHYTONADIO,,,,,
FFSU,AK,00904691761,00904,6917,61,2022,4,false,OMEPRAZOLE,226.000,16.000000000,272.88,272.88,0.00
FFSU,AK,00904692461,00904,6924,61,2022,4,true,SERTRALINE,,,,,
FFSU,AK,00904692561,00904,6925,61,2022,4,true,SERTRALINE,,,,,
FFSU,AK,00904692661,00904,6926,61,2022,4,false,SERTRALINE,220.000,14.000000000,194.99,194.99,0.00
FFSU,AK,00904695561,00904,6955,61,2022,4,true,LEVOTHYROX,,,,,
FFSU,AK,00904696661,00904,6966,61,2022,4,false,"OXYCODONE ",1969.000,26.000000000,554.09,554.09,0.00
FFSU,AK,00904698516,00904,6985,16,2022,4,false,DIPHENHYDR,1146.326,13.000000000,287.34,287.34,0.00
FFSU,AK,00904698520,00904,6985,20,2022,4,true,DIPHENHYDR,,,,,
FFSU,AK,00904699261,00904,6992,61,2022,4,true,PREGABALIN,,,,,
FFSU,AK,00904700161,00904,7001,61,2022,4,true,PREGABALIN,,,,,
FFSU,AK,00904700261,00904,7002,61,2022,4,false,PREGABALIN,1132.000,16.000000000,361.59,361.59,0.00
FFSU,AK,00904700861,00904,7008,61,2022,4,true,LAMOTRIGIN,,,,,
FFSU,AK,00904702161,00904,7021,61,2022,4,true,"PRAZOSIN H",,,,,
FFSU,AK,00904704161,00904,7041,61,2022,4,true,ALLOPURINO,,,,,
FFSU,AK,00904704961,00904,7049,61,2022,4,true,"LOSARTAN P",,,,,
FFSU,AK,00904705060,00904,7050,60,2022,4,true,FEXOFENADI,,,,,
FFSU,AK,00904705761,00904,7057,61,2022,4,true,METHOCARBA,,,,,
FFSU,AK,00904707661,00904,7076,61,2022,4,true,VENLAFAXIN,,,,,
FFSU,AK,00904708361,00904,7083,61,2022,4,true,CIPROFLOXA,,,,,
FFSU,AK,00904712561,00904,7125,61,2022,4,true,LEVETIRACE,,,,,
FFSU,AK,00904712661,00904,7126,61,2022,4,true,METRONIDAZ,,,,,
FFSU,AK,00904712761,00904,7127,61,2022,4,false,PREDNISONE,37.000,17.000000000,38.69,38.69,0.00
FFSU,AK,00904715504,00904,7155,04,2022,4,true,BUPRENORPH,,,,,
FFSU,AK,00904716261,00904,7162,61,2022,4,false,"METFORMIN ",511.000,23.000000000,323.48,323.48,0.00
FFSU,AK,00904716461,00904,7164,61,2022,4,false,"METFORMIN ",658.000,20.000000000,298.80,298.80,0.00
FFSU,AK,00904716783,00904,7167,83,2022,4,true,"UREA      ",,,,,
FFSU,AK,00904719240,00904,7192,40,2022,4,false,FEXOFENADI,345.000,12.000000000,95.52,95.52,0.00
FFSU,AK,00904719260,00904,7192,60,2022,4,false,FEXOFENADI,692.000,11.000000000,189.79,189.79,0.00
FFSU,AK,00904720061,00904,7200,61,2022,4,true,LISINOPRIL,,,,,
FFSU,AK,00944049302,00944,0493,02,2022,4,true,"FLEXBUMIN ",,,,,
FFSU,AK,00944251002,00944,2510,02,2022,4,true,"HYQVIA    ",,,,,
FFSU,AK,00944251102,00944,2511,02,2022,4,true,"HYQVIA    ",,,,,
FFSU,AK,00944251202,00944,2512,02,2022,4,true,"HYQVIA    ",,,,,
FFSU,AK,00944251402,00944,2514,02,2022,4,true,"HYQVIA    ",,,,,
FFSU,AK,00944270002,00944,2700,02,2022,4,true,"GAMMAGARD ",,,,,
FFSU,AK,00944270004,00944,2700,04,2022,4,true,"GAMMAGARD ",,,,,
FFSU,AK,00944270005,00944,2700,05,2022,4,true,"GAMMAGARD ",,,,,
FFSU,AK,00944270006,00944,2700,06,2022,4,true,"GAMMAGARD ",,,,,
FFSU,AK,00944270007,00944,2700,07,2022,4,true,"GAMMAGARD ",,,,,
FFSU,AK,00944303402,00944,3034,02,2022,4,true,"RIXUBIS   ",,,,,
FFSU,AK,00944304510,00944,3045,10,2022,4,true,"ADVATE    ",,,,,
FFSU,AK,00944304610,00944,3046,10,2022,4,true,"UNKNOWN   ",,,,,
FFSU,AK,00944304710,00944,3047,10,2022,4,true,"ADVATE    ",,,,,
FFSU,AK,00944305302,00944,3053,02,2022,4,true,"ADVATE    ",,,,,
FFSU,AK,00944305402,00944,3054,02,2022,4,true,"ADVATE    ",,,,,
FFSU,AK,00955100310,00955,1003,10,2022,4,true,ENOXAPARIN,,,,,
FFSU,AK,00955100410,00955,1004,10,2022,4,false,ENOXAPARIN,182.000,15.000000000,2382.06,2382.06,0.00
FFSU,AK,00955100610,00955,1006,10,2022,4,true,ENOXAPARIN,,,,,
FFSU,AK,00955100810,00955,1008,10,2022,4,true,ENOXAPARIN,,,,,
FFSU,AK,00955101010,00955,1010,10,2022,4,true,ENOXAPARIN,,,,,
FFSU,AK,00955101210,00955,1012,10,2022,4,true,ENOXAPARIN,,,,,
FFSU,AK,00955101510,00955,1015,10,2022,4,true,ENOXAPARIN,,,,,
FFSU,AK,00955101601,00955,1016,01,2022,4,true,ENOXAPARIN,,,,,
FFSU,AK,00955102208,00955,1022,08,2022,4,true,"DOCETAXEL ",,,,,
FFSU,AK,00955104090,00955,1040,90,2022,4,true,IRBESARTAN,,,,,
FFSU,AK,00955104190,00955,1041,90,2022,4,true,IRBESARTAN,,,,,
FFSU,AK,00955104290,00955,1042,90,2022,4,true,IRBESARTAN,,,,,
FFSU,AK,00955104690,00955,1046,90,2022,4,true,IRBESARTAN,,,,,
FFSU,AK,00955104818,00955,1048,18,2022,4,true,"SEVELAMER ",,,,,
FFSU,AK,00955105027,00955,1050,27,2022,4,false,"SEVELAMER ",4812.000,28.000000000,1566.71,1566.71,0.00
FFSU,AK,00955105290,00955,1052,90,2022,4,true,"SEVELAMER ",,,,,
FFSU,AK,00955105490,00955,1054,90,2022,4,true,"SEVELAMER ",,,,,
FFSU,AK,00955170210,00955,1702,10,2022,4,true,"ZOLPIDEM T",,,,,
FFSU,AK,00955170310,00955,1703,10,2022,4,false,"ZOLPIDEM T",312.000,11.000000000,215.09,215.09,0.00
FFSU,AK,00955172805,00955,1728,05,2022,4,false,"INSULIN GL",1416.000,86.000000000,16075.10,16075.10,0.00
FFSU,AK,00955172901,00955,1729,01,2022,4,true,"INSULIN GL",,,,,
FFSU,AK,00955173730,00955,1737,30,2022,4,false,LEFLUNOMID,1380.000,28.000000000,1430.69,1430.69,0.00
FFSU,AK,00990707526,00990,7075,26,2022,4,true,"POTASSIUM ",,,,,
FFSU,AK,00990713909,00990,7139,09,2022,4,true,"WATER     ",,,,,
FFSU,AK,00990795302,00990,7953,02,2022,4,true,"LACTATED R",,,,,
FFSU,AK,00990795303,00990,7953,03,2022,4,true,"LACTATED R",,,,,
FFSU,AK,00990798303,00990,7983,03,2022,4,true,"SODIUM CHL",,,,,
FFSU,AK,00990798309,00990,7983,09,2022,4,true,"SODIUM CHL",,,,,
FFSU,AK,00998035515,00998,0355,15,2022,4,true,"MYDRIACYL ",,,,,
FFSU,AK,10019055303,10019,0553,03,2022,4,true,TRANSDERM-,,,,,
FFSU,AK,10019095601,10019,0956,01,2022,4,false,CYCLOPHOSP,14.400,13.000000000,10897.96,10581.97,315.99
FFSU,AK,10019099101,10019,0991,01,2022,4,true,BORTEZOMIB,,,,,
FFSU,AK,10144034260,10144,0342,60,2022,4,true,"INBRIJA   ",,,,,
FFSU,AK,10144042760,10144,0427,60,2022,4,true,"AMPYRA    ",,,,,
FFSU,AK,10147068501,10147,0685,01,2022,4,false,METHYLPHEN,5265.000,184.000000000,6472.35,6472.35,0.00
FFSU,AK,10147068601,10147,0686,01,2022,4,false,METHYLPHEN,3473.000,115.000000000,5368.95,5368.95,0.00
FFSU,AK,10147068701,10147,0687,01,2022,4,false,METHYLPHEN,2759.000,96.000000000,4112.10,4112.10,0.00
FFSU,AK,10147068801,10147,0688,01,2022,4,false,METHYLPHEN,3625.000,130.000000000,4864.05,4864.05,0.00
FFSU,AK,10147089103,10147,0891,03,2022,4,true,GALANTAMIN,,,,,
FFSU,AK,10147091101,10147,0911,01,2022,4,true,HALOPERIDO,,,,,
FFSU,AK,10147092205,10147,0922,05,2022,4,false,HALOPERIDO,58.000,32.000000000,2227.35,2227.35,0.00
FFSU,AK,10147095203,10147,0952,03,2022,4,false,PALIPERIDO,285.000,11.000000000,1228.26,1228.26,0.00
FFSU,AK,10147095303,10147,0953,03,2022,4,true,PALIPERIDO,,,,,
FFSU,AK,10370010103,10370,0101,03,2022,4,true,"BUPROPION ",,,,,
FFSU,AK,10370010150,10370,0101,50,2022,4,false,"BUPROPION ",2380.000,100.000000000,1866.52,1866.52,0.00
FFSU,AK,10370010203,10370,0102,03,2022,4,true,"BUPROPION ",,,,,
FFSU,AK,10370010250,10370,0102,50,2022,4,true,"BUPROPION ",,,,,
FFSU,AK,10370011610,10370,0116,10,2022,4,true,"ZOLPIDEM T",,,,,
FFSU,AK,10370028011,10370,0280,11,2022,4,true,DUTASTERID,,,,,
FFSU,AK,10572001201,10572,0012,01,2022,4,false,"SOD SULF-P",4248.000,12.000000000,1128.10,1128.10,0.00
FFSU,AK,10572010001,10572,0100,01,2022,4,true,"PEG-3350 A",,,,,
FFSU,AK,10572030201,10572,0302,01,2022,4,true,"PEG 3350-E",,,,,
FFSU,AK,10631000830,10631,0008,30,2022,4,true,"KAPSPARGO ",,,,,
FFSU,AK,10631000930,10631,0009,30,2022,4,true,"KAPSPARGO ",,,,,
FFSU,AK,10631001030,10631,0010,30,2022,4,true,"KAPSPARGO ",,,,,
FFSU,AK,10631009362,10631,0093,62,2022,4,true,"KENALOG   ",,,,,
FFSU,AK,10631040701,10631,0407,01,2022,4,true,PROCTOSOL-,,,,,
FFSU,AK,10702000201,10702,0002,01,2022,4,true,PROMETHAZI,,,,,
FFSU,AK,10702000301,10702,0003,01,2022,4,false,PROMETHAZI,1215.000,41.000000000,670.05,670.05,0.00
FFSU,AK,10702000310,10702,0003,10,2022,4,false,PROMETHAZI,4084.000,141.000000000,2400.83,2400.83,0.00
FFSU,AK,10702000350,10702,0003,50,2022,4,false,PROMETHAZI,4027.000,101.000000000,1255.48,1255.48,0.00
FFSU,AK,10702000401,10702,0004,01,2022,4,true,PROMETHAZI,,,,,
FFSU,AK,10702000601,10702,0006,01,2022,4,false,CYCLOBENZA,2388.000,55.000000000,674.17,674.17,0.00
FFSU,AK,10702000610,10702,0006,10,2022,4,true,CYCLOBENZA,,,,,
FFSU,AK,10702000650,10702,0006,50,2022,4,false,CYCLOBENZA,673.000,14.000000000,200.44,200.44,0.00
FFSU,AK,10702000709,10702,0007,09,2022,4,true,CYCLOBENZA,,,,,
FFSU,AK,10702000710,10702,0007,10,2022,4,false,CYCLOBENZA,4868.000,145.000000000,3406.20,3406.20,0.00
FFSU,AK,10702000750,10702,0007,50,2022,4,false,CYCLOBENZA,25182.000,752.000000000,13455.90,13455.90,0.00
FFSU,AK,10702000801,10702,0008,01,2022,4,false,"OXYCODONE ",5980.000,67.000000000,1227.19,1227.19,0.00
FFSU,AK,10702000901,10702,0009,01,2022,4,false,"OXYCODONE ",1694.000,19.000000000,499.78,499.78,0.00
FFSU,AK,10702001001,10702,0010,01,2022,4,true,HYDROXYZIN,,,,,
FFSU,AK,10702001110,10702,0011,10,2022,4,true,HYDROXYZIN,,,,,
FFSU,AK,10702001150,10702,0011,50,2022,4,true,HYDROXYZIN,,,,,
FFSU,AK,10702001606,10702,0016,06,2022,4,true,INDOMETHAC,,,,,
FFSU,AK,10702001801,10702,0018,01,2022,4,true,"OXYCODONE ",,,,,
FFSU,AK,10702001850,10702,0018,50,2022,4,true,"OXYCODONE ",,,,,
FFSU,AK,10702005601,10702,0056,01,2022,4,false,"OXYCODONE ",7252.000,79.000000000,1522.05,1516.67,5.38
FFSU,AK,10702005650,10702,0056,50,2022,4,false,"OXYCODONE ",2389.000,27.000000000,480.50,480.50,0.00
FFSU,AK,10702005701,10702,0057,01,2022,4,false,"OXYCODONE ",5787.000,68.000000000,1545.28,1545.28,0.00
FFSU,AK,10702006601,10702,0066,01,2022,4,true,DEXTROAMPH,,,,,
FFSU,AK,10702007106,10702,0071,06,2022,4,true,OXYMORPHON,,,,,
FFSU,AK,10702007501,10702,0075,01,2022,4,true,METHYLPHEN,,,,,
FFSU,AK,10702007506,10702,0075,06,2022,4,true,METHYLPHEN,,,,,
FFSU,AK,10702007601,10702,0076,01,2022,4,true,METHYLPHEN,,,,,
FFSU,AK,10702007606,10702,0076,06,2022,4,true,METHYLPHEN,,,,,
FFSU,AK,10702010001,10702,0100,01,2022,4,false,METHYLPHEN,880.000,16.000000000,310.15,308.20,1.95
FFSU,AK,10702010101,10702,0101,01,2022,4,false,METHYLPHEN,3605.000,79.000000000,1547.31,1547.31,0.00
FFSU,AK,10702010201,10702,0102,01,2022,4,false,METHYLPHEN,810.000,12.000000000,247.90,247.90,0.00
FFSU,AK,10702010601,10702,0106,01,2022,4,true,DEXMETHYLP,,,,,
FFSU,AK,10702010701,10702,0107,01,2022,4,false,DEXMETHYLP,631.000,19.000000000,318.47,318.47,0.00
FFSU,AK,10702010801,10702,0108,01,2022,4,false,DEXMETHYLP,748.000,17.000000000,384.09,351.81,32.28
FFSU,AK,10702019201,10702,0192,01,2022,4,true,HYDROCODON,,,,,
FFSU,AK,10702020101,10702,0201,01,2022,4,true,OXYBUTYNIN,,,,,
FFSU,AK,10702023701,10702,0237,01,2022,4,true,"URSODIOL  ",,,,,
FFSU,AK,10702025301,10702,0253,01,2022,4,false,BUTALBITAL,578.000,20.000000000,422.49,422.49,0.00
FFSU,AK,10702025350,10702,0253,50,2022,4,true,BUTALBITAL,,,,,
FFSU,AK,10702080803,10702,0808,03,2022,4,true,CYCLOSPORI,,,,,
FFSU,AK,10702080806,10702,0808,06,2022,4,false,CYCLOSPORI,1200.000,14.000000000,6629.09,6629.09,0.00
FFSU,AK,11527070442,11527,0704,42,2022,4,false,"SODIUM FLU",3800.000,35.000000000,621.85,621.85,0.00
FFSU,AK,11527073044,11527,0730,44,2022,4,false,"SODIUM FLU",3700.000,33.000000000,659.99,659.99,0.00
FFSU,AK,11527073516,11527,0735,16,2022,4,true,"SODIUM FLU",,,,,
FFSU,AK,11527074534,11527,0745,34,2022,4,false,"SODIUM FLU",2000.000,17.000000000,470.09,470.09,0.00
FFSU,AK,11527075043,11527,0750,43,2022,4,false,"SODIUM FLU",5200.000,50.000000000,1077.60,1077.60,0.00
FFSU,AK,11527075534,11527,0755,34,2022,4,true,"SODIUM FLU",,,,,
FFSU,AK,11534016501,11534,0165,01,2022,4,true,"FOLIC ACID",,,,,
FFSU,AK,11534016503,11534,0165,03,2022,4,false,"FOLIC ACID",27361.000,517.000000000,8469.02,8469.02,0.00
FFSU,AK,11534018701,11534,0187,01,2022,4,true,BUTALBITAL,,,,,
FFSU,AK,11534018801,11534,0188,01,2022,4,true,DEXTROAMPH,,,,,
FFSU,AK,11534018901,11534,0189,01,2022,4,true,DEXTROAMPH,,,,,
FFSU,AK,11534019001,11534,0190,01,2022,4,false,DEXTROAMPH,419.000,12.000000000,172.32,167.55,4.77
FFSU,AK,11534019201,11534,0192,01,2022,4,false,DEXTROAMPH,1426.000,31.000000000,681.23,681.23,0.00
FFSU,AK,11534019401,11534,0194,01,2022,4,true,DEXTROAMPH,,,,,
FFSU,AK,11534019501,11534,0195,01,2022,4,false,DEXTROAMPH,2721.000,49.000000000,1141.71,1125.46,16.25
FFSU,AK,11534019601,11534,0196,01,2022,4,true,DEXTROAMPH,,,,,
FFSU,AK,11980018005,11980,0180,05,2022,4,true,"PRED FORTE",,,,,
FFSU,AK,12496010001,12496,0100,01,2022,4,false,"SUBLOCADE ",171.000,342.000000000,631270.65,631270.65,0.00
FFSU,AK,12496010002,12496,0100,02,2022,4,false,"SUBLOCADE ",13.500,27.000000000,49454.30,49454.30,0.00
FFSU,AK,12496030001,12496,0300,01,2022,4,false,"SUBLOCADE ",624.000,417.000000000,766599.94,765686.33,913.61
FFSU,AK,12496030002,12496,0300,02,2022,4,false,"SUBLOCADE ",69.000,46.000000000,84866.64,84866.64,0.00
FFSU,AK,12496120203,12496,1202,03,2022,4,false,"SUBOXONE  ",6518.000,232.000000000,20453.94,20003.52,450.42
FFSU,AK,12496120403,12496,1204,03,2022,4,false,"SUBOXONE  ",6364.000,235.000000000,30323.96,30323.96,0.00
FFSU,AK,12496120801,12496,1208,01,2022,4,true,"SUBOXONE  ",,,,,
FFSU,AK,12496120803,12496,1208,03,2022,4,false,"SUBOXONE  ",28299.000,660.000000000,209351.21,209351.21,0.00
FFSU,AK,12496121203,12496,1212,03,2022,4,false,"SUBOXONE  ",2125.000,158.000000000,17533.15,17533.15,0.00
FFSU,AK,13107000105,13107,0001,05,2022,4,true,MIRTAZAPIN,,,,,
FFSU,AK,13107000130,13107,0001,30,2022,4,false,MIRTAZAPIN,3279.000,97.000000000,3436.58,3406.02,30.56
FFSU,AK,13107000305,13107,0003,05,2022,4,false,MIRTAZAPIN,312.000,13.000000000,154.46,154.46,0.00
FFSU,AK,13107000334,13107,0003,34,2022,4,false,MIRTAZAPIN,7104.000,208.000000000,2970.83,2970.83,0.00
FFSU,AK,13107000401,13107,0004,01,2022,4,true,HYDROCODON,,,,,
FFSU,AK,13107001401,13107,0014,01,2022,4,true,GLYCOPYRRO,,,,,
FFSU,AK,13107002001,13107,0020,01,2022,4,true,HYDROCODON,,,,,
FFSU,AK,13107003105,13107,0031,05,2022,4,false,MIRTAZAPIN,5059.000,137.000000000,1748.63,1748.63,0.00
FFSU,AK,13107003134,13107,0031,34,2022,4,false,MIRTAZAPIN,9364.000,273.000000000,3683.53,3677.87,5.66
FFSU,AK,13107003205,13107,0032,05,2022,4,true,MIRTAZAPIN,,,,,
FFSU,AK,13107003234,13107,0032,34,2022,4,false,MIRTAZAPIN,2964.000,89.000000000,1360.36,1360.36,0.00
FFSU,AK,13107003501,13107,0035,01,2022,4,true,DEXTROAMPH,,,,,
FFSU,AK,13107004401,13107,0044,01,2022,4,true,OXYCODONE-,,,,,
FFSU,AK,13107004501,13107,0045,01,2022,4,true,OXYCODONE-,,,,,
FFSU,AK,13107004601,13107,0046,01,2022,4,false,OXYCODONE-,1248.000,17.000000000,297.90,297.90,0.00
FFSU,AK,13107006001,13107,0060,01,2022,4,true,ACETAMINOP,,,,,
FFSU,AK,13107006801,13107,0068,01,2022,4,true,DEXTROAMPH,,,,,
FFSU,AK,13107007001,13107,0070,01,2022,4,false,DEXTROAMPH,2064.000,44.000000000,820.63,819.15,1.48
FFSU,AK,13107007401,13107,0074,01,2022,4,true,DEXTROAMPH,,,,,
